# k =   0.500000   0.750000   0.250000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -7.39484624E+00  -6.90922530E+00   4.85620938E-01
# Error est. for CH(vbm) CH(cbm) diff =   9.42188518E-01   7.50443808E-01  -1.91744709E-01
#    Nb          CH(vbm)          CH(cbm)             diff
    192  -6.01059118E+00  -5.97837038E+00   3.22208081E-02
    193  -6.01742330E+00  -5.98551979E+00   3.19035135E-02
    194  -6.02604363E+00  -5.99455152E+00   3.14921086E-02
    195  -6.03281193E+00  -6.00116722E+00   3.16447123E-02
    196  -6.04077136E+00  -6.00790989E+00   3.28614638E-02
    197  -6.04826820E+00  -6.01475110E+00   3.35170978E-02
    198  -6.05854660E+00  -6.02310730E+00   3.54393024E-02
    199  -6.06700162E+00  -6.02961582E+00   3.73858002E-02
    200  -6.07380166E+00  -6.03605206E+00   3.77496052E-02
    201  -6.08251883E+00  -6.04557174E+00   3.69470859E-02
    202  -6.09165217E+00  -6.05360207E+00   3.80501006E-02
    203  -6.10012838E+00  -6.06329339E+00   3.68349830E-02
    204  -6.10712773E+00  -6.06929563E+00   3.78320941E-02
    205  -6.11385318E+00  -6.07647613E+00   3.73770487E-02
    206  -6.12279796E+00  -6.08353000E+00   3.92679641E-02
    207  -6.12887456E+00  -6.08832972E+00   4.05448407E-02
    208  -6.13511121E+00  -6.09536503E+00   3.97461799E-02
    209  -6.14194590E+00  -6.10286732E+00   3.90785829E-02
    210  -6.14780303E+00  -6.10721135E+00   4.05916783E-02
    211  -6.15364958E+00  -6.11225179E+00   4.13977845E-02
    212  -6.16077150E+00  -6.11855600E+00   4.22154929E-02
    213  -6.16652583E+00  -6.12295761E+00   4.35682147E-02
    214  -6.17271510E+00  -6.12917061E+00   4.35444861E-02
    215  -6.17903664E+00  -6.13301063E+00   4.60260137E-02
    216  -6.18518691E+00  -6.13793693E+00   4.72499834E-02
    217  -6.19267418E+00  -6.14336285E+00   4.93113294E-02
    218  -6.19879160E+00  -6.14829744E+00   5.04941622E-02
    219  -6.20494199E+00  -6.15352880E+00   5.14131938E-02
    220  -6.20988010E+00  -6.15796789E+00   5.19122125E-02
    221  -6.21547875E+00  -6.16268907E+00   5.27896797E-02
    222  -6.22043072E+00  -6.16653496E+00   5.38957659E-02
    223  -6.22617489E+00  -6.17164964E+00   5.45252509E-02
    224  -6.23196657E+00  -6.17652994E+00   5.54366327E-02
    225  -6.23738994E+00  -6.18118993E+00   5.62000089E-02
    226  -6.24269968E+00  -6.18554523E+00   5.71544430E-02
    227  -6.24868996E+00  -6.19023298E+00   5.84569793E-02
    228  -6.25366974E+00  -6.19513898E+00   5.85307561E-02
    229  -6.25861187E+00  -6.19958398E+00   5.90278936E-02
    230  -6.26386284E+00  -6.20511408E+00   5.87487533E-02
    231  -6.26973391E+00  -6.20997273E+00   5.97611785E-02
    232  -6.27419908E+00  -6.21379357E+00   6.04055070E-02
    233  -6.28019382E+00  -6.21847168E+00   6.17221388E-02
    234  -6.28518916E+00  -6.22303028E+00   6.21588728E-02
    235  -6.29009019E+00  -6.22720301E+00   6.28871809E-02
    236  -6.29521698E+00  -6.23189548E+00   6.33214980E-02
    237  -6.29916054E+00  -6.23621921E+00   6.29413256E-02
    238  -6.30430320E+00  -6.24018367E+00   6.41195288E-02
    239  -6.30880140E+00  -6.24482853E+00   6.39728670E-02
    240  -6.31414203E+00  -6.24898080E+00   6.51612284E-02
    241  -6.31849398E+00  -6.25282797E+00   6.56660150E-02
    242  -6.32261717E+00  -6.25735215E+00   6.52650229E-02
    243  -6.32712642E+00  -6.26192381E+00   6.52026093E-02
    244  -6.33292449E+00  -6.26650987E+00   6.64146192E-02
    245  -6.33771730E+00  -6.27289802E+00   6.48192721E-02
    246  -6.34244123E+00  -6.27827910E+00   6.41621253E-02
    247  -6.34720002E+00  -6.28251992E+00   6.46801067E-02
    248  -6.35214149E+00  -6.28563815E+00   6.65033410E-02
    249  -6.35642311E+00  -6.29046258E+00   6.59605285E-02
    250  -6.35992203E+00  -6.29466218E+00   6.52598529E-02
    251  -6.36368556E+00  -6.29901969E+00   6.46658760E-02
    252  -6.36847214E+00  -6.30428553E+00   6.41866129E-02
    253  -6.37241861E+00  -6.30815761E+00   6.42610007E-02
    254  -6.37656968E+00  -6.31261412E+00   6.39555645E-02
    255  -6.38113142E+00  -6.31835080E+00   6.27806228E-02
    256  -6.38557577E+00  -6.32311324E+00   6.24625341E-02
    257  -6.38967388E+00  -6.32760211E+00   6.20717753E-02
    258  -6.39336301E+00  -6.33223989E+00   6.11231154E-02
    259  -6.39760857E+00  -6.33614098E+00   6.14675893E-02
    260  -6.40145543E+00  -6.33921917E+00   6.22362582E-02
    261  -6.40535935E+00  -6.34310926E+00   6.22500974E-02
    262  -6.40999371E+00  -6.34618701E+00   6.38067000E-02
    263  -6.41476446E+00  -6.35065655E+00   6.41079042E-02
    264  -6.41926042E+00  -6.35401146E+00   6.52489601E-02
    265  -6.42291506E+00  -6.35831977E+00   6.45952936E-02
    266  -6.42686137E+00  -6.36302454E+00   6.38368338E-02
    267  -6.43080104E+00  -6.36744677E+00   6.33542681E-02
    268  -6.43432826E+00  -6.37152328E+00   6.28049814E-02
    269  -6.43771169E+00  -6.37487501E+00   6.28366799E-02
    270  -6.44179705E+00  -6.37799981E+00   6.37972355E-02
    271  -6.44506917E+00  -6.38125466E+00   6.38145120E-02
    272  -6.44854774E+00  -6.38437049E+00   6.41772460E-02
    273  -6.45171158E+00  -6.38739139E+00   6.43201929E-02
    274  -6.45569045E+00  -6.39082743E+00   6.48630197E-02
    275  -6.46004399E+00  -6.39468392E+00   6.53600794E-02
    276  -6.46395035E+00  -6.39831386E+00   6.56364871E-02
    277  -6.46775404E+00  -6.40125321E+00   6.65008320E-02
    278  -6.47234238E+00  -6.40463481E+00   6.77075661E-02
    279  -6.47629957E+00  -6.40777527E+00   6.85243007E-02
    280  -6.48009983E+00  -6.41061828E+00   6.94815434E-02
    281  -6.48397722E+00  -6.41327680E+00   7.07004186E-02
    282  -6.48816060E+00  -6.41648888E+00   7.16717226E-02
    283  -6.49163395E+00  -6.41955535E+00   7.20786020E-02
    284  -6.49565098E+00  -6.42259607E+00   7.30549066E-02
    285  -6.49900226E+00  -6.42555054E+00   7.34517211E-02
    286  -6.50267752E+00  -6.42877137E+00   7.39061476E-02
    287  -6.50633944E+00  -6.43189159E+00   7.44478501E-02
    288  -6.50983255E+00  -6.43508303E+00   7.47495196E-02
    289  -6.51384635E+00  -6.43802639E+00   7.58199616E-02
    290  -6.51707826E+00  -6.44157945E+00   7.54988098E-02
    291  -6.52056505E+00  -6.44479212E+00   7.57729288E-02
    292  -6.52377197E+00  -6.44804040E+00   7.57315630E-02
    293  -6.52800165E+00  -6.45104815E+00   7.69535033E-02
    294  -6.53133750E+00  -6.45432734E+00   7.70101557E-02
    295  -6.53450989E+00  -6.45751989E+00   7.69899960E-02
    296  -6.53752839E+00  -6.46022711E+00   7.73012863E-02
    297  -6.54045675E+00  -6.46269390E+00   7.77628405E-02
    298  -6.54327090E+00  -6.46560870E+00   7.76621968E-02
    299  -6.54654321E+00  -6.46958192E+00   7.69612944E-02
    300  -6.54949994E+00  -6.47256045E+00   7.69394901E-02
